user-1054069325639376,8323
user-18454093216559,1132
user-1054069292280019,5197
host-3554023439,8465
user-1054069325965784,1390
host-3554082311,3452
user-1054069359323347,8719
host-3554024138,7670
host-3554076833,6579
host-3554037198,6099
user-1054069393075412,1278
user-436437893499202201610,5639
user-18454445472814,159
user-1054056390275032,10066
user-18454680091946,4446
user-1850919883342326038,6613
host-3554037892,358
host-3554038191,2046
user-1054069275634646,9329
host-3554018706,8969
host-3554051128,195
user-1054069275241433,9453
host-3554023970,8125
user-7242250537086676,4252
user-18454461659178,657
host-3554065104,2880
host-3554038144,2614
host-3554023530,8941
user-555297201268175371,8094
user-730445015812901646170,5791
user-1054069342809042,7219
user-1054069325507799,9470
user-18454579493161,8093
user-17052256725313232,7732
user-18454780558894,6722
host-3554037860,4579
user-1055181856712660,7413
host-3554068174,5515
host-3554058411,5061
host-3554050349,60
user-18454126245932,3993
user-1054069325901268,7254
user-18454579099942,2579
user-16201265159548881,2879
host-2439688067,5186
user-1054069292279510,8839
user-1054069342219991,9162
user-437306243802354575370,8772
user-2074939682104201834,450
user-1054069342416087,9545
user-18454579362601,7876
user-12779617183806428809990,8032
user-1054056424351697,8202
user-18454780427311,5206
user-7511501099117777,9378
user-18454696475180,3313
host-3554051319,2238
host-3554069237,1318
user-18454696671015,1863
user-18454696801834,3964
user-18454680352301,1693
user-18454445209901,5502
user-21415265305591066606306978,533
user-18454092495149,904
host-3554080510,5042
user-1054069325901780,3685
host-3554077595,9273
user-18454696738094,7999
user-18454897998634,2932
user-1331271716252370,5776
host-3554023506,8162
user-18454780557869,1582
host-3554036160,357
user-1055181856582873,9802
host-3554023432,8512
user-18454931619374,2822
host-3554038310,408
host-3554036804,3162
host-3554074566,4462
host-3554038759,5681
user-18454696736296,1245
host-3554055531,1100
host-3554065136,8217
user-18454696869678,6834
user-18454579689773,6831
user-8468934213165,1203
host-3554036464,4828
host-3554067549,6960
user-18454461790246,8964
host-3554053111,4468
host-3554074098,5463
user-18453908667181,9212
host-3554050557,4986
host-3554019644,9170
user-1054056423959248,10093
user-1144648022534901304772239455,8844
host-3554078948,8052
user-18454864313126,7622
user-18454864248622,2897
host-3554059458,4854
user-1054069292019669,157
host-3554080343,998
user-18454797399599,7951
user-29406815043917,2632
host-3554054082,2787
host-3554018809,7255
user-18453924723247,2644
host-3554067847,1739
host-3554067276,594
user-18454092690987,9966
user-1054069342810070,8763
user-1054069342810073,7922
host-3554067289,1192
host-3554054207,418
host-3554036076,371
host-3554057876,10189
user-1054056390471127,4438
user-1054069325507285,9500
user-18454898457131,5070
user-17668143968327102396677,4901
host-3554036305,377
user-18454679828779,4361
user-18454680026666,3214
host-3554020045,4915
host-3554067785,1755
user-1054069275305683,9685
user-2374159212374943096723711062,6854
user-1055181755591640,6545
host-3554078679,2338
user-18454579166767,6484
host-3554062275,9740
user-1054069459922385,376
host-3554037167,2663
user-18454680157990,9093
user-1054069275568599,8227
user-611785165018367549440453859137,5083
host-3554019872,124
user-1054069342743760,9015
user-18454797465391,627
user-18454696475175,8609
user-1054069325442774,10269
user-1422798,1165
user-53639588722988,7263
user-18454579690534,6717
host-3554074875,2802
user-18454830823727,491
host-3554080466,2295
user-2389846840190427820606071894,894
host-3554022639,825
host-3554018723,6993
host-3554035901,1014
user-18454579034408,6338
user-1054069392877268,9403
user-1054056424221905,7196
host-3554023947,8649
host-3554051311,3511
host-3554057291,1844
user-1054056390338774,6607
host-3554076829,6839
user-655501672255767853907,6762
user-1335544285571024,8643
user-1910588867227092,6258
user-18454579361327,2283
host-3554038199,5195
user-13654834749909977,2674
host-3554022149,3117
user-129162207,9499
user-230165833463,5068
user-7262769901426,8021
host-3554037082,4506
user-18454897801262,4422
user-1335544302544850,8261
user-17045694200097489,4228
host-3554038302,81
user-18454092627241,6976
user-18454680091182,282
user-1910588867225812,6688
user-18454696474663,6636
host-3554059073,494
host-3554051196,5870
host-3554053646,2044
user-53639689387046,7056
host-3554030322,2361
user-1094877,687
user-1054069460250327,8842
user-18454931422759,1786
host-3554073662,5688
user-1055181772566233,8430
user-18454679961135,4272
host-3554036188,153
host-3554053329,7407
user-5149007265579,3817
host-3554077592,9195
user-1054069459660761,10100
host-3554037545,1018
user-1054069376100824,7134
user-1054069460051668,524
user-1054069376036817,7022
user-1054069342481875,8473
user-18454579035179,8173
host-3554021698,3202
host-3554069403,6931
user-18454797270310,2036
host-3554019049,8210
user-2850208849017680907,167
user-18454445538606,8103
host-3554082516,5092
host-3554038496,3439
host-3554022299,1994
user-1055186084179152,3722
user-18454444817191,6449
user-1054069359193813,8438
user-18454713317679,3801
host-3554073790,7572
host-3554055522,2354
user-7528144921579220,5731
user-18454579754539,1295
user-18454898456366,1247
user-36060637429140822126459,7195
user-1055160280755923,7300
user-1054069376231123,1354
user-18454931357226,4322
user-18454680156200,8670
host-4258851002,5662
user-6097727654677714,4199
host-3554038184,192
user-10026071272991448,5555
user-1054069359453905,9703
host-3554031638,2645
host-3554053793,9056
host-3554067011,2855
user-18454931683114,4153
user-86804503115319981598142430928020641,1333
host-2439689913,5944
host-3554019991,8328
user-18454680092457,1434
user-430888412,6299
user-18454830954284,5344
user-1054056423829460,8677
user-10022039842662358,9084
user-17466102946385562963459,690
host-3554058316,2103
host-3554020037,6783
host-3554071095,1431
user-116857662419774156202496,7530
host-3554037950,2234
user-1335544302413520,2159
user-1054069342415313,1161
user-18454897998887,1232
user-11145705997346519,4739
user-18454713448751,2182
user-18454797205036,6836
user-18454579756840,2552
user-102707498195644837464839,1488
user-18454931553066,748
host-3554057499,4080
host-3554067832,4286
host-3554018841,9922
host-3554019680,788
user-18454679959339,2723
host-3554074909,8189
user-1705984253095695471,1196
user-18454008937516,4331
user-1054069275175633,9641
host-3554019580,8800
host-3554023507,8608
host-3554023793,9870
host-3554061423,9025
user-1054069359456216,3071
host-3554058786,1894
user-18454931487016,3982
user-1705984253179713130,7354
host-3554031132,9416
host-3554078717,6859
host-3554023665,10119
host-3554038565,99
host-3554066706,3407
host-3554068760,713
user-105827050175,4115
host-3554067226,8894
host-3554038465,2392
user-18454461658921,6726
host-3554068178,5484
host-3554022609,7890
user-1323630935955384,5465
user-1054069342416088,9532
host-3554070127,10175
host-3554050839,1453
user-18454579035174,1432
host-3554022318,5371
user-18454092495143,7290
user-18454797858600,3306
host-3554062175,8301
user-18453925115687,1159
host-3554038532,6221
user-18454680419887,1230
user-1054069359454163,8487
host-3554036582,3293
host-3554020081,1653
host-3554018596,9096
host-3554074657,7836
host-3554035761,6179
host-3554055516,4528
user-79025835,2770
host-3554036093,1269
user-18454713906734,5258
user-18454797531439,1630
user-10022001070123223,7700
user-1708227515171713550,8124
host-3554068206,6594
user-18454696803631,8743
host-3554066921,2724
user-18454462053932,7641
user-18454697195821,2626
user-17903291794533073,8980
user-18454461987117,8369
user-899281659,6470
host-3554019848,6757
user-18454797400105,3368
user-12823586879842257,2872
user-47823274077855837735771898,9165
host-3554018878,1149
host-3554052039,6867
host-3554066615,413
host-3554051327,3692
host-3554082309,2119
user-1054069275635154,3381
host-3554038012,5758
user-18454579690793,1146
user-1054069308861657,7412
user-1054069443079896,6037
user-15359060245118866,4939
user-5149007265318,3490
host-3554020206,840
user-18454864378662,2466
user-53639689321262,8607
host-3554038708,66
user-7651101469475020930912877333,3595
user-10866438918516441,3125
user-5149007263278,2709
user-17321654136678357,7126
host-3554080651,6652
host-3554053853,6968
host-3554064764,7099
user-18454864968747,908
user-18454579361581,9775
host-3554038492,7466
user-3,1742
host-3554037654,1778
host-3554079523,320
host-3554053084,3345
host-3554067762,2686
user-1276429503371792491,6914
host-3554058567,1054
host-3554077026,3135
user-1054069359257553,8495
user-18454697195310,7095
host-3554051229,3576
user-3243,10009
host-3554031725,7335
host-3554023814,8154
user-18454092692781,5891
user-1054069325967065,834
host-3554058761,5587
user-152990709495,3203
user-369474141699043960799708075842,4632
user-1097689,10082
host-3554038728,104
user-18454679697705,4357
host-3554038056,2690
host-3554022073,7078
user-156622861926744729325419798676442,356
user-474633761978481514367,345
host-4258850918,8696
user-18453924984619,8994
user-140117853788411500825350,6048
host-3554019985,5951
host-3554037508,459
user-157101063868,3775
user-1054069275633881,3372
user-1055181856387031,6857
host-3554058397,7340
user-2163602052766642,10195
user-1054069292214996,8765
user-1054069308731348,10058
user-1054069342284761,8090
user-8468934213162,9274
user-18454679764525,2028
user-18454697131055,3462
user-1468584345038521315802400563,4843
user-18454093216046,5686
user-15924179236367571,774
host-3554038154,4418
user-1463828608178334669125821526,22
user-1054069443078871,8302
host-3554037636,1006
host-3554021708,4938
user-10854361272054162,4151
host-3554018163,3072
user-16214450339720401,6760
user-18454696737068,5425
host-3554066919,5980
user-1055181739011543,9276
user-1054069325965268,1594
host-3554022122,2256
user-18454680026663,3167
user-1054069442881747,8475
user-18454444817196,3903
user-1055181789080274,9839
user-10296836178521814,4172
user-1054069442882000,8371
user-9273116186020755217019596,1501
user-1054069376034770,9419
host-3554080375,388
user-18454696934950,1096
host-3554038244,7138
host-3554053029,1265
user-142231488036094675823,5971
host-3554075401,1679
user-10026084158286549,1374
host-3554056791,849
user-18454932077871,2640
user-69079485151748491384,10028
host-3554080671,7019
user-18454445276718,1923
user-18454445012777,9200
user-18454797467434,750
host-3554024192,8000
user-18454579100967,1781
user-18454696607279,55
user-3132766908706308521569,6770
host-3554057224,3564
host-3554068414,3629
user-18454797138730,4076
user-1349630465049546857,6796
user-1054069392616144,10123
user-28677914110343684592464598,18
host-3554021823,9950
host-3554023846,9069
user-10026071306414553,8582
user-1054056390667731,569
user-18454780492079,741
user-1054069443013585,9715
host-3554053709,6812
host-4258850962,6583
user-15924179303540688,6262
user-1055181772565203,8238
user-1054069342613458,9291
user-18454579034671,423
user-18454461724713,2622
host-3554037202,8075
user-18454445275689,4097
user-1055186067860690,1816
user-1054056423763929,7353
user-15648231782033109,847
host-3554021829,2273
user-18454797399852,8685
host-3554027603,9495
user-18454897933359,1047
host-3554031662,4063
user-1054069275372501,9434
user-1054069460248791,4824
user-18454713907244,5348
host-3554076929,6659
user-1054069292412883,7343
host-3554035786,4928
user-2074939682103940972,8876
host-3554068268,1665
host-3554064979,9920
user-18454932076590,5511
user-18453924984621,476
user-18454696474926,9465
user-1276429502933357161,7461
user-1054069359127763,3458
user-1276429503388563562,6188
user-18454445144620,1309
user-1276429503154671721,6708
user-1054069459857367,7259
user-18454445013038,884
host-3554064720,2806
user-18454797532718,4937
user-10307848357226194,5283
user-1054069443077847,7262
host-3554070846,2248
user-1054069376036825,7410
host-3554077027,536
user-18454696738347,3609
host-3554074186,8137
host-3554074079,1996
host-3554052178,4263
user-16218857311774417,562
host-3554074323,5860
host-3554076952,10016
host-2439689750,6540
host-3554067729,4395
user-1055181739010775,9405
user-1998993326179143786,4242
user-9363490172821131642168743,2233
host-3554070897,6128
host-3554018754,4814
user-345068292594383808515,4804
user-18454579691053,3308
user-1054069442947794,9695
host-3554020125,4129
host-3554037666,983
host-3554019428,2439
user-269616571338248217,3255
user-156621039948251745488481644921821,173
user-1054069376100825,9689
host-3554019031,3729
host-3554074494,5843
user-18454932078378,3505
user-18453908274216,2852
user-1054069392747993,8386
user-142446006049200020601,7372
user-5149007264298,3449
user-15641617652284057,8157
user-1054056390732246,9003
host-3554062130,9733
user-5179039993129,634
user-2072685678904791137,7423
user-1054069359194067,944
user-1054056390208468,7646
host-3554054379,3820
user-88449387759494092258822,2319
host-3554067241,443
user-511310486914833650037,433
user-18453924789802,1736
host-3554038477,6446
user-136228226772,7397
host-3554038118,5252
host-3554023887,7590
user-18454780362028,8138
user-17045711530698965,768
host-3554035818,2369
host-3554038402,3102
user-17045655511379925,6088
user-18454579363119,5264
host-3554053671,6266
user-1054069459921880,4301
user-22643043697656744546104002,9167
host-3554037673,3562
host-3554057527,9456
host-3554070811,4603
host-3554054397,2675
host-3554037685,6363
host-3554053093,2453
host-3554080361,2160
host-3554022018,3367
host-3554023924,6809
user-18454579297326,7985
user-1054069392551634,10097
host-3554064610,2680
host-3554080220,6507
user-17621773868084439,1919
user-18454898196266,1360
host-3554068393,1463
host-3554022286,3239
user-18454864969000,3263
user-18454696474414,1640
host-3554082448,8531
user-18454713382950,785
host-3554061071,2363
host-3554078212,6339
host-3554070755,5995
host-3554038684,3282
host-3554053355,3007
host-3554038358,2279
user-18454898129195,7039
user-1055181738747862,7083
host-3554066892,5490
host-3554037940,3953
host-3554077038,4719
host-3554053368,5772
user-230734231688625431358331683,5583
user-341931438029644317,5737
host-3554018033,8109
host-3554058581,4566
user-18454696607016,3433
user-18454696672808,2810
host-3554078791,1071
host-3554027710,8773
host-3554064945,8269
host-3554027652,6878
host-3554036311,471
host-3554020098,4837
user-18454797269290,1262
user-1325834205736658,1034
host-3554050448,2195
user-18454444946990,3180
host-3554078257,5477
user-447466915,8811
user-18453908077101,6676
host-3554061378,5314
user-18454931816230,841
user-18454696737323,2732
host-3554075606,6856
user-18453925443115,1684
user-1055160196869336,57
user-2074939677859370091,1220
host-3554076885,9213
host-3554038399,3476
user-18454713644588,4604
host-3554022501,2871
user-1054069459855825,5185
user-338849541263111017,5649
user-18454864379182,6029
user-1054069359193296,8708
host-3554075621,2156
user-18454864641066,2175
user-1054069443472081,4655
user-1319051678133200,9918
user-1054069342678228,6769
host-3554024380,9287
host-3554052004,9846
user-18453925050152,7488
host-3554067375,7070
host-3554067548,8144
host-3554018633,606
host-3554037267,996
host-3554019093,6654
user-18454445471787,3597
user-18454680418855,4372
host-3554018685,2497
user-16214472100096720,9016
user-15363437181478864,1914
user-14506939081566935,3170
host-3554018373,8559
host-3554074570,5458
user-33804760700756,10335
user-96245143636409004629950199053487,2116
user-18453924855337,5183
user-1054069459921108,3265
user-123060531933044172809,3342
user-17894452852828119,3077
host-3554038577,4472
user-138869758350308947240635085383315126,1668
user-18454679960615,5336
user-1054069325705177,1460
host-4258851037,6059
user-18454126181164,4759
host-3554022214,7869
user-12836750837231572,5821
host-3554038318,306
host-3554035971,3580
user-1054069392811985,6784
host-3554024071,8134
host-3554082430,9539
host-3554051303,10053
user-18454461660970,7568
host-3554023569,6424
user-20230611902,6986
host-3554037840,4323
host-3554050181,4250
host-3554038499,136
user-1054069375903440,7173
user-18454444882726,5562
user-1054056424091604,9460
host-3554037692,952
user-18454126050602,4670
host-3554036673,2737
user-1054069359585235,1007
host-3554053198,6945
user-18454696868399,5357
user-18454697130026,783
user-18454679764271,6288
host-3554053712,2911
user-1054069308730583,10090
host-3554052012,7425
user-18454679960108,5851
host-3554020185,7552
host-3554019099,10042
user-18454126770988,196
host-3554019396,6824
user-1276429503170793577,6656
host-3554077000,5170
host-3554059134,8858
user-18317461077551,7368
user-1054069460053457,5006
host-3554023811,8562
host-3554022162,1785
user-1054069342676949,2239
host-3554020055,6929
host-3554065138,4379
user-1055160281214420,2938
host-3554019936,1959
host-3554053662,482
host-3554050319,5619
user-1054056424091353,8292
host-3554054374,730
user-528747297607900208493,5697
user-1054056390537176,1183
host-3554037709,707
host-3554068365,4077
user-18454680353321,6352
host-3554077053,6565
user-1054069443407320,1740
host-3554038464,6016
host-3554075299,5109
host-3554020295,3037
user-1054069308665040,9723
host-3554019668,9907
user-18454797138988,5793
host-3554021869,4534
host-3554073610,818
user-18454898195496,4315
user-1054069359389651,560
user-7792027895812260,8542
host-3554037615,2832
user-1054069392682969,5594
host-3554070122,7211
user-5149007265064,2208
user-13672379674341076,3399
user-18454444817960,5192
user-18454713252654,3748
user-135472305909377669013949688596715469040172476897,2408
host-3554023884,7924
host-3554022169,7181
host-3554023786,8205
host-3554077173,6692
user-1054263104658354,9971
user-3133837662490003002141787488768,2077
host-3554077119,6452
user-18454713973293,478
user-18454679828266,3954
user-1054069375903442,9169
host-3554079430,8243
host-3554051153,9993
host-3554080764,9801
host-3554020259,8865
user-3567975696640480821,8240
host-3554071018,2785
user-24213857350388546460606413407771604,3010
host-3554023703,8498
host-3554018542,52
user-18454445144877,7988
host-3554065108,5853
host-3554051974,8520
host-3554020118,6877
host-3554068385,798
host-3554064029,1217
user-1054056424351953,6899
host-3554030309,9130
user-18454579494443,3473
host-3554080721,6202
user-53639605698089,9486
user-1054069359128021,7029
host-3554056913,3556
host-3554051972,8212
host-3554077649,9612
host-3554037525,445
host-3554021840,1918
host-3554023807,8589
user-1054069326031316,10076
user-802262481633737962941417884352902,5377
host-3554019893,3526
user-1054069275700439,5409
user-1054069342742231,9644
user-18454797596203,781
host-3554067671,2402
host-3554021844,2128
host-3554037187,3859
user-18454696540970,1925
host-3554077460,9296
host-3554069424,3554
host-3554020328,9991
user-761724542594773,3886
user-1054069275436752,8481
user-1054069460185045,4307
user-1054069359323600,865
user-16214407742629842,6173
user-1054069376362966,2337
user-18454445209639,8264
host-3554036417,3373
host-4258851201,3424
user-18454445276974,210
user-15644907897039571,6549
user-1054069292411600,7616
user-18454898456364,5884
host-3554037128,3398
user-1054069460183504,7562
user-1325834238242769,1177
user-18454746939175,1205
host-3554024095,8749
user-6378068442438578,8251
user-18453925378604,3254
user-1054069393074898,9992
host-3554019719,2829
user-1054069460183769,7644
host-3554078678,5717
host-3554023551,8626
host-3554031674,3361
host-3554067507,2509
user-18453925377830,797
host-3554068066,5581
user-1099309496785926173013,8320
host-3554024061,7754
host-3554052305,6407
user-18454579689774,5162
host-3554058342,3863
user-18454461660207,5936
user-18453925379368,5385
user-107190120925733474667269,288
host-3554080745,2184
host-3554038575,5604
host-3554041113,3541
user-1054069292148953,6756
host-3554029386,1967
host-3554038095,2618
user-1054069308927701,9436
host-3554068434,7739
user-18454696868140,7827
user-18454864313901,6786
host-3554074192,4277
user-35870170569820206064928677,3411
user-69017338684942477433,5547
user-18454696606510,487
user-18454461791535,4185
host-3554075096,5172
host-3554036496,2830
user-1054069359585745,982
user-1054069393009105,2769
host-3554067771,2673
host-3554018432,9955
host-3554067640,7192
host-3554077172,5734
host-4258850936,9437
user-29406749443884,2272
host-3554052182,871
user-1054069392551637,9919
user-1054056423893459,241
user-9273116186020733858416288,5950
user-1054069275699925,4168
user-400773293291405076489,3444
host-3554050370,1563
host-3554038558,695
host-3554019885,5981
user-1055160280821719,5278
host-3554052308,5519
host-3554022120,821
user-336034696837452136,4978
host-3554023823,8714
user-1054069459921113,5181
host-3554080718,4546
host-3554024344,9333
user-1335544285701843,10037
host-3554037269,365
user-1416896477122241132,10156
host-3554024270,9617
host-3554037975,5621
user-1054069342350800,5830
user-2174661157346230,3246
host-3554068040,2131
host-3554023446,9672
user-1054069460184532,8864
user-1054069308729814,9350
user-4471281338026958221766562,8885
host-3554071021,145
user-17903300417955799,7662
user-4693672731356883,3823
host-3554038362,9272
host-3554051157,3347
user-1054069459922645,7338
host-3554031143,3369
host-3554073643,6563
user-123292931791,3141
host-3554053889,5909
user-10026084275202775,1238
user-1054069342611160,7346
user-18454898522669,7785
user-1054056423960533,4052
user-18454797335851,9241
host-3554038635,1546
user-1054069359193046,7797
user-18454797269033,2613
user-18454780491815,2519
user-16212268680883412,3544
user-18454898523433,4847
host-3554080544,5987
host-2439689735,7848
user-53639706294063,7781
host-3554020192,1621
host-3554023852,9152
user-18454830823981,5075
host-3554021815,2658
user-18454680418862,8058
host-3554037513,4205
user-1054069459922391,8497
user-18454697130027,762
host-3554061203,1306
host-3554037169,3977
user-3133837813754605123309521406215,10150
host-3554022052,9600
user-18454680417836,3496
user-18454680025128,2429
host-3554024311,7505
user-1312635534521299,4888
user-531184554203432771962,5603
host-3554068121,4572
host-3554070871,2717
host-3554051190,2979
host-3554031647,6057
user-18454797138475,6586
host-3554037721,8731
user-1055181738945751,9362
host-3554023885,8108
user-20230612919,9577
user-18454898523179,854
host-3554050342,1906
host-3554057551,3464
host-3554024188,9203
user-18454680155949,5208
user-5260758269227,3406
host-3554053899,6118
host-3554018408,8057
host-3554019635,7602
user-1910588867225302,1349
user-5149007264039,5641
user-10015451328948946,7915
user-18454797532719,2450
user-18454780360486,2260
host-3554066557,5045
user-1054069393008855,9393
user-18454462053672,2600
user-1054069376297430,7388
host-3554037468,4035
host-3554036416,4600
user-18454680419116,6480
host-3554070841,8451
user-18454864443947,2427
host-3554070752,6609
user-1054069275436754,9882
host-3554035958,4180
user-16205663205795538,6508
host-3554024297,9218
user-9198545962093503382613632086,7002
host-3554053345,4223
host-3554074938,4339
host-3554073632,7136
host-3554070822,1764
user-53639706361131,9076
user-397266626,4249
host-3554075120,9323
user-1055186084374744,10157
user-18454931355436,3209
host-3554036146,4891
user-18453908208685,1458
user-1054069359388889,8912
user-1054056390798293,9560
user-15085294713317337,6245
host-3554022199,6721
user-18454445079849,9502
user-18454931748649,8197
host-3554036082,6011
user-18454797467176,1899
user-1054069376362708,9836
host-3554059041,7682
host-3554038181,1033
user-12830132410198226,1561
host-3554080469,2584
user-1621727,2471
user-1055160381680851,9820
user-1054069393075922,4132
host-3554067822,1783
user-18454897802025,2766
host-3554019998,8611
user-18454579232553,1765
user-1335544302675664,3518
host-3554024047,9267
user-18454109600811,5158
user-1312635534521300,3696
host-3554080275,1504
user-18454713383466,5863
host-3554038038,4706
host-3554023942,7667
user-18454898063148,5706
host-3554074392,6190
host-3554035776,164
host-3554065250,4226
host-3554075594,6213
user-1054069342285015,8010
host-3554050528,3457
user-135472305917327014286683288642560784961528758240,2601
user-1054069325441235,1455
user-1054056424155097,2395
user-1055186084309462,9520
user-18454696474668,7167
host-3554078407,9973
user-18454461988647,8488
user-1054069393075920,10306
host-3554071023,2183
host-3554037602,3699
user-18454445012782,2062
user-1054069375774161,7917
host-3554067132,4669
host-3554036197,5784
user-1054069359587032,7132
host-3554080281,6217
user-10022009727559894,8334
host-3554023768,9422
host-3554020239,7356
user-1054069342415832,7585
user-16214424939015640,43
user-18454713908525,1380
user-5149007264555,2548
user-18454461659690,3917
user-5149007263276,2215
user-11139104884141521,9458
user-1054069460118993,3115
host-3554058815,9729
user-15644912040618194,8469
user-18454864312103,1732
user-18454579165736,2796
user-18454931749929,3921
host-3554074048,742
user-15361276779245524,6311
host-3554021778,5529
host-3554018350,5703
host-3554061287,1446
user-18454797205294,2253
user-18454461986342,9250
user-186791287987868169697895,9373
user-18454780426536,7432
host-3554037511,1175
host-3554067408,3382
user-18453924724518,4571
user-1054069442882007,9669
host-3554067665,7302
host-3554050537,3741
user-18454680091439,10135
user-18454696541479,503
user-18454830758699,8168
host-3554038186,4631
host-3554021531,6269
host-3554036450,4220
user-1054056424221652,9608
user-36502203814533820975878,6398
host-3554075365,6280
host-3554074452,3781
host-3554069051,4371
host-3554023456,9375
user-1054069292280792,886
host-3554022332,2430
host-4258851001,2534
user-1054069443210710,2655
host-3554059261,1342
host-3554080317,6320
user-1054069292346321,9243
host-3554023879,10270
host-3554037096,1523
host-3554019978,6664
host-3554051187,3076
host-3554061274,3472
user-10026084241909460,6125
user-610260642965646519970176644928,7000
user-14525548906229458,5476
host-3554037931,5683
user-18454462054189,2287
user-53639840512551,9531
user-2074376736445290345,2646
user-18453925115434,5446
user-42446691231596,8228
user-24918575537482,579
host-3554065017,9932
host-3554024384,9880
host-3554053813,7073
user-1054069376364243,9515
host-3554054195,2014
host-3554059327,10036
user-5149007264038,3290
user-7242306441661604,6981
host-3554068221,4416
user-1054069275307992,9463
host-3554061347,10292
host-3554038640,7753
user-1847543201378521194,339
host-3554053825,10114
host-3554024041,10144
host-3554019569,2158
user-12836750837492441,1092
host-3554036028,6091
host-3554053077,3268
user-18454461658669,5535
host-3554075426,3707
user-14519051023298516,7967
user-18454931750698,2672
user-5149007265070,4138
host-3554035748,827
host-3554080103,2809
user-313973185,9586
host-3554064889,6912
user-5149007264809,3286
user-17045677120302801,2096
user-1335544285833173,10010
host-3554038360,8175
user-1054069342809555,7418
host-3554080440,2494
user-1054069392550610,7257
host-3554066901,5882
user-114719052735,7426
user-18454696869162,4038
user-1055181755590355,7807
user-18454898130216,3948
host-3554075135,10081
user-18454696474921,7323
user-1054056423958994,6818
host-3554035972,2569
user-18454679959083,6556
user-1054069359389648,7005
user-18454444948270,6355
host-3554077139,2926
user-1054069393074643,8293
user-18454696738088,2628
user-5149007263272,2467
user-1054069342481365,7956
user-18454881156143,5046
user-10022001070255829,1280
user-1054069342611410,3107
host-3554067123,2714
host-3554071110,4329
user-1054069393009368,7871
user-339413496188751977,2950
user-1054069308665556,10049
host-3554019208,4728
user-1054069342480594,6775
user-1054069308927699,7735
user-18454931748907,2343
user-18454864377897,4161
host-3554037308,289
user-18454445078316,4718
host-3554036144,4499
user-18453924918822,3451
host-3554061162,3522
host-3554053686,9504
host-3554078259,1827
host-3554067802,4765
user-10027196672256977,8966
host-3554024350,9717
host-3554075627,8102
user-1054069376036049,10018
host-3554059452,1110
host-3554059197,1439
user-18454445145899,5964
user-18454780361007,6177
host-3554037617,4079
host-3554064651,4587
user-1054069443406035,5024
user-18454696736301,4276
host-3554074581,5008
user-18453908076589,1326
host-3554077590,2702
user-140358672539217318120198,307
user-1054056423763669,8308
host-3554019649,8509
user-67194347968126466905102585,9579
user-1054056424220630,7033
user-1054056390797269,8233
host-3554050873,2442
user-18454931356461,4283
user-213052358379,2730
host-3554057540,10112
user-1054069292019415,7378
user-1325833986584278,3746
user-17615219899050453,1826
host-3554038433,4900
user-18454797794346,7035
host-3554069000,5405
user-18453924724014,5297
host-3554038587,4094
host-3554066102,8904
user-4165623,3878
host-3554074315,10103
host-3554018576,7293
user-1054056423827152,7069
user-2071607273100726377,317
host-3554019144,3270
host-3554057808,1393
